CustomerID,RegisterDate,Gender,BirthYear,Addr1,Addr2,Age,AgeGroup,OrderID,Seq,OrderDate,ProductID,Qty,Amt,Year,Month,churn,Register,Visit_3M_Cnt,Amt_3M_sum
c323777,2014-07-31,F,1965.0,경기도,평택시,51.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-07-31,,
c360632,2015-10-06,F,1972.0,경기도,하남시,44.0,40.0,75.0,2.0,2016-07-16 00:00:00,p1200641,1.0,4600.0,2016.0,7.0,0,2015-10-06,,
c357165,2015-08-24,F,1972.0,경기도,하남시,44.0,40.0,115.0,2.0,2016-07-13 00:00:00,p1052661,2.0,2636.0,2016.0,7.0,0,2015-08-24,1.0,1545.0
c350577,2015-06-04,F,1967.0,경기도,하남시,49.0,40.0,121.0,4.0,2016-07-20 00:00:00,p1036481,2.0,2100.0,2016.0,7.0,0,2015-06-04,3.0,10000.0
c369132,2016-01-22,F,1971.0,경기도,하남시,45.0,40.0,45.0,4.0,2016-07-13 00:00:00,p1054261,1.0,1864.0,2016.0,7.0,0,2016-01-22,4.0,21947.0
c335053,2014-12-03,F,1977.0,경기도,화성시,39.0,30.0,45.0,10.0,2016-07-10 00:00:00,p1127201,1.0,3727.0,2016.0,7.0,0,2014-12-03,18.0,127590.0
c377127,2016-04-26,F,1966.0,경기도,화성시,50.0,50.0,61.0,1.0,2016-07-08 00:00:00,p1237811,1.0,6800.0,2016.0,7.0,0,2016-04-26,,
c347501,2015-04-29,F,1975.0,광주광역시,광산구,41.0,40.0,37.0,5.0,2016-08-18 00:00:00,p1089531,1.0,2000.0,2016.0,8.0,1,2015-04-29,2.0,1855.0
c383085,2016-07-03,F,1960.0,광주광역시,광산구,56.0,50.0,107.0,1.0,2016-07-20 00:00:00,p1072601,1.0,4600.0,2016.0,7.0,0,2016-07-03,2.0,6050.0
c395673,2016-12-19,F,1972.0,대구광역시,북구,44.0,40.0,41.0,5.0,2016-12-19 00:00:00,p1030071,1.0,4200.0,2016.0,12.0,0,2016-12-19,1.0,4200.0
c336439,2014-12-23,F,1980.0,서울특별시,관악구,36.0,30.0,101.0,3.0,2016-07-04 00:00:00,p1013161,1.0,2950.0,2016.0,7.0,0,2014-12-23,11.0,41881.0
c341209,2015-02-23,M,1944.0,서울특별시,도봉구,72.0,70.0,267.0,6.0,2016-07-18 00:00:00,p1012881,1.0,1600.0,2016.0,7.0,0,2015-02-23,5.0,50485.0
c339526,2015-01-30,M,1984.0,서울특별시,동작구,32.0,30.0,175.0,2.0,2016-09-03 00:00:00,p1284851,1.0,2470.0,2016.0,9.0,1,2015-01-30,1.0,8000.0
c331210,2014-10-25,M,1971.0,서울특별시,동작구,45.0,40.0,85.0,3.0,2016-10-08 00:00:00,p1012751,1.0,1500.0,2016.0,10.0,1,2014-10-25,1.0,2955.0
c363228,2015-11-08,F,1983.0,서울특별시,동작구,33.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-11-08,,
c341095,2015-02-21,F,1976.0,서울특별시,동작구,40.0,40.0,137.0,2.0,2016-08-08 00:00:00,p1133371,1.0,1000.0,2016.0,8.0,0,2015-02-21,,
c305733,2014-01-12,F,1975.0,서울특별시,성북구,41.0,40.0,145.0,2.0,2016-08-10 00:00:00,p1144371,1.0,1500.0,2016.0,8.0,0,2014-01-12,5.0,23850.0
c367093,2015-12-29,F,1985.0,서울특별시,영등포구,31.0,30.0,147.0,1.0,2016-07-02 00:00:00,p1175481,1.0,1300.0,2016.0,7.0,0,2015-12-29,1.0,11750.0
c335380,2014-12-08,F,1984.0,서울특별시,영등포구,32.0,30.0,21.0,1.0,2016-07-06 00:00:00,p1036481,1.0,840.0,2016.0,7.0,0,2014-12-08,2.0,8130.0
c321677,2014-07-08,F,1976.0,서울특별시,은평구,40.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-07-08,,
c349846,2015-05-27,F,1970.0,서울특별시,중랑구,46.0,40.0,157.0,3.0,2016-07-26 00:00:00,p1005891,1.0,1950.0,2016.0,7.0,0,2015-05-27,3.0,15100.0
c317839,2014-05-27,F,1975.0,서울특별시,강남구,41.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-05-27,,
c373485,2016-03-18,F,1974.0,서울특별시,강남구,42.0,40.0,11.0,3.0,2016-08-25 00:00:00,p1175481,1.0,1300.0,2016.0,8.0,1,2016-03-18,,
c327833,2014-09-22,F,1975.0,서울특별시,강남구,41.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-09-22,,
c307396,2014-02-06,F,1984.0,서울특별시,강남구,32.0,30.0,15.0,1.0,2016-07-15 00:00:00,p1013251,1.0,1650.0,2016.0,7.0,1,2014-02-06,,
c392656,2016-11-05,F,1975.0,서울특별시,강남구,41.0,40.0,79.0,5.0,2016-11-20 00:00:00,p1211951,1.0,2250.0,2016.0,11.0,0,2016-11-05,2.0,11332.0
c358887,2015-09-10,M,1970.0,서울특별시,강남구,46.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-09-10,,
c359997,2015-09-24,F,1971.0,서울특별시,강동구,45.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-09-24,,
c352212,2015-06-22,F,1973.0,서울특별시,강북구,43.0,40.0,101.0,1.0,2016-07-05 00:00:00,p1152861,1.0,1091.0,2016.0,7.0,0,2015-06-22,17.0,89634.0
c341192,2015-02-23,F,1973.0,서울특별시,강북구,43.0,40.0,69.0,1.0,2016-07-07 00:00:00,p1005891,1.0,1950.0,2016.0,7.0,0,2015-02-23,8.0,37700.0
c316640,2014-05-16,F,1975.0,서울특별시,강북구,41.0,40.0,25.0,2.0,2016-12-06 00:00:00,p1005891,1.0,1850.0,2016.0,12.0,0,2014-05-16,1.0,3940.0
c357766,2015-08-29,F,1985.0,서울특별시,강서구,31.0,30.0,73.0,3.0,2016-07-27 00:00:00,p1012881,1.0,1600.0,2016.0,7.0,1,2015-08-29,,
c388924,2016-09-22,F,1989.0,서울특별시,강서구,27.0,20.0,63.0,3.0,2016-09-24 00:00:00,p1012751,1.0,1500.0,2016.0,9.0,1,2016-09-22,,
c338151,2015-01-13,F,1979.0,서울특별시,강서구,37.0,30.0,171.0,1.0,2016-07-05 00:00:00,p1233511,1.0,1900.0,2016.0,7.0,1,2015-01-13,4.0,20132.0
c381859,2016-06-20,F,1972.0,서울특별시,강서구,44.0,40.0,7.0,4.0,2016-08-13 00:00:00,p1012881,1.0,1600.0,2016.0,8.0,0,2016-06-20,1.0,5150.0
c345759,2015-04-12,F,1985.0,서울특별시,강서구,31.0,30.0,51.0,2.0,2016-07-31 00:00:00,p1054261,2.0,4182.0,2016.0,7.0,1,2015-04-12,,
c352010,2015-06-18,F,1973.0,서울특별시,강서구,43.0,40.0,163.0,1.0,2016-07-21 00:00:00,p1100371,5.0,2000.0,2016.0,7.0,0,2015-06-18,,
c305921,2014-01-14,F,1977.0,서울특별시,강서구,39.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-01-14,,
c366335,2015-12-17,F,1967.0,서울특별시,관악구,49.0,40.0,99.0,1.0,2016-07-07 00:00:00,p1013161,2.0,5900.0,2016.0,7.0,0,2015-12-17,,
c366330,2015-12-17,F,1983.0,서울특별시,관악구,33.0,30.0,123.0,4.0,2016-07-09 00:00:00,p1200641,1.0,5200.0,2016.0,7.0,0,2015-12-17,2.0,15500.0
c368828,2016-01-19,F,1960.0,서울특별시,관악구,56.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2016-01-19,,
c352739,2015-06-27,F,1967.0,서울특별시,관악구,49.0,40.0,27.0,7.0,2016-07-08 00:00:00,p1005891,1.0,1950.0,2016.0,7.0,0,2015-06-27,5.0,25150.0
c305167,2014-01-05,F,1982.0,서울특별시,관악구,34.0,30.0,81.0,4.0,2016-07-07 00:00:00,p1191881,1.0,1750.0,2016.0,7.0,0,2014-01-05,7.0,25773.0
c315289,2014-05-02,F,1979.0,서울특별시,관악구,37.0,30.0,65.0,1.0,2016-11-06 00:00:00,p1052661,1.0,1455.0,2016.0,11.0,0,2014-05-02,1.0,3755.0
c368012,2016-01-09,F,1973.0,서울특별시,관악구,43.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2016-01-09,,
c320617,2014-06-26,F,1977.0,서울특별시,관악구,39.0,30.0,75.0,2.0,2016-07-18 00:00:00,p1005621,1.0,2900.0,2016.0,7.0,0,2014-06-26,3.0,13400.0
c341245,2015-02-23,F,1982.0,서울특별시,관악구,34.0,30.0,95.0,3.0,2016-07-04 00:00:00,p1162631,1.0,4600.0,2016.0,7.0,0,2015-02-23,9.0,69108.0
c349063,2015-05-18,F,1974.0,서울특별시,관악구,42.0,40.0,91.0,1.0,2016-07-09 00:00:00,p1175481,1.0,1300.0,2016.0,7.0,0,2015-05-18,4.0,17392.0
c321209,2014-07-03,F,1980.0,서울특별시,관악구,36.0,30.0,27.0,1.0,2016-07-25 00:00:00,p1052661,1.0,1455.0,2016.0,7.0,0,2014-07-03,11.0,32005.0
c319179,2014-06-11,F,1965.0,서울특별시,관악구,51.0,50.0,15.0,5.0,2016-08-04 00:00:00,p1012581,1.0,1050.0,2016.0,8.0,1,2014-06-11,,
c309295,2014-02-28,F,1980.0,서울특별시,관악구,36.0,30.0,79.0,2.0,2016-10-11 00:00:00,p1012761,1.0,1900.0,2016.0,10.0,0,2014-02-28,4.0,13520.0
c359069,2015-09-13,F,1975.0,서울특별시,관악구,41.0,40.0,37.0,1.0,2016-09-17 00:00:00,p1127201,1.0,3727.0,2016.0,9.0,0,2015-09-13,3.0,12727.0
c378428,2016-05-12,F,1984.0,서울특별시,관악구,32.0,30.0,39.0,3.0,2016-07-17 00:00:00,p1006411,1.0,1091.0,2016.0,7.0,0,2016-05-12,2.0,7927.0
c364279,2015-11-21,F,1972.0,서울특별시,관악구,44.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-11-21,,
c354828,2015-07-23,F,1969.0,서울특별시,광진구,47.0,40.0,125.0,2.0,2016-07-11 00:00:00,p1256521,1.0,1850.0,2016.0,7.0,1,2015-07-23,2.0,3150.0
c393267,2016-11-13,M,1977.0,서울특별시,구로구,39.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2016-11-13,,
c312835,2014-04-07,F,1981.0,서울특별시,구로구,35.0,30.0,35.0,4.0,2016-08-13 00:00:00,p1133371,3.0,3000.0,2016.0,8.0,0,2014-04-07,,
c360710,2015-10-06,F,1982.0,서울특별시,구로구,34.0,30.0,5.0,1.0,2016-07-04 00:00:00,p1233511,1.0,1900.0,2016.0,7.0,0,2015-10-06,2.0,3700.0
c367261,2015-12-31,F,1967.0,서울특별시,구로구,49.0,40.0,109.0,3.0,2016-12-03 00:00:00,p1005771,1.0,1850.0,2016.0,12.0,1,2015-12-31,1.0,12600.0
c305163,2014-01-05,F,1975.0,서울특별시,구로구,41.0,40.0,113.0,1.0,2016-07-03 00:00:00,p1231011,2.0,1818.0,2016.0,7.0,0,2014-01-05,7.0,31784.0
c316754,2014-05-18,M,1974.0,서울특별시,구로구,42.0,40.0,15.0,6.0,2016-07-17 00:00:00,p1005771,1.0,1850.0,2016.0,7.0,0,2014-05-18,2.0,5300.0
c314143,2014-04-21,F,1980.0,서울특별시,노원구,36.0,30.0,39.0,2.0,2016-07-12 00:00:00,p1005621,1.0,2900.0,2016.0,7.0,1,2014-04-21,,
c383611,2016-07-10,F,1989.0,서울특별시,노원구,27.0,20.0,167.0,1.0,2016-07-19 00:00:00,p1001771,1.0,3600.0,2016.0,7.0,1,2016-07-10,,
c311943,2014-03-28,M,1932.0,서울특별시,노원구,84.0,80.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-03-28,,
c329445,2014-10-08,M,1975.0,서울특별시,도봉구,41.0,40.0,103.0,3.0,2016-07-09 00:00:00,p1072601,2.0,9200.0,2016.0,7.0,0,2014-10-08,6.0,63600.0
c392672,2016-11-05,F,1977.0,서울특별시,도봉구,39.0,30.0,49.0,6.0,2016-12-24 00:00:00,p1119071,2.0,2182.0,2016.0,12.0,1,2016-11-05,1.0,2182.0
c385259,2016-08-01,F,1994.0,서울특별시,동대문구,22.0,20.0,27.0,2.0,2016-08-01 00:00:00,p1256521,1.0,1665.0,2016.0,8.0,0,2016-08-01,12.0,55127.0
c372992,2016-03-14,F,1982.0,서울특별시,동대문구,34.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2016-03-14,,
c328698,2014-09-30,F,1983.0,서울특별시,동작구,33.0,30.0,155.0,1.0,2016-07-07 00:00:00,p1246581,2.0,2272.0,2016.0,7.0,0,2014-09-30,16.0,70319.0
c392058,2016-10-29,F,1954.0,서울특별시,동작구,62.0,60.0,127.0,7.0,2016-11-12 00:00:00,p1235451,1.0,1227.0,2016.0,11.0,0,2016-10-29,4.0,15981.0
c338224,2015-01-14,F,1969.0,서울특별시,동작구,47.0,40.0,255.0,1.0,2016-10-31 00:00:00,p1178011,1.0,7200.0,2016.0,10.0,0,2015-01-14,3.0,20320.0
c351898,2015-06-17,F,1974.0,서울특별시,동작구,42.0,40.0,81.0,1.0,2016-07-04 00:00:00,p1175481,1.0,1300.0,2016.0,7.0,0,2015-06-17,2.0,6300.0
c368109,2016-01-10,M,1984.0,서울특별시,동작구,32.0,30.0,73.0,11.0,2016-10-26 00:00:00,p1001771,1.0,3100.0,2016.0,10.0,0,2016-01-10,5.0,31250.0
c368172,2016-01-11,F,1977.0,서울특별시,동작구,39.0,30.0,69.0,5.0,2016-07-27 00:00:00,p1119071,2.0,2182.0,2016.0,7.0,0,2016-01-11,2.0,11114.0
c320790,2014-06-27,F,1984.0,서울특별시,동작구,32.0,30.0,133.0,3.0,2016-10-03 00:00:00,p1235451,1.0,1227.0,2016.0,10.0,1,2014-06-27,1.0,10327.0
c345084,2015-04-05,M,1983.0,서울특별시,동작구,33.0,30.0,27.0,1.0,2016-07-24 00:00:00,p1200641,1.0,4600.0,2016.0,7.0,1,2015-04-05,,
c319923,2014-06-18,F,1961.0,서울특별시,동작구,55.0,50.0,27.0,3.0,2016-07-17 00:00:00,p1200641,1.0,4600.0,2016.0,7.0,0,2014-06-18,9.0,32050.0
c321689,2014-07-08,M,1979.0,서울특별시,동작구,37.0,30.0,109.0,2.0,2016-12-01 00:00:00,p1127201,1.0,3727.0,2016.0,12.0,0,2014-07-08,3.0,3727.0
c340251,2015-02-06,F,1971.0,서울특별시,동작구,45.0,40.0,47.0,6.0,2016-07-13 00:00:00,p1237811,1.0,8000.0,2016.0,7.0,0,2015-02-06,1.0,1900.0
c363992,2015-11-18,F,1979.0,서울특별시,동작구,37.0,30.0,55.0,2.0,2016-08-12 00:00:00,p1006281,1.0,864.0,2016.0,8.0,0,2015-11-18,,
c345390,2015-04-08,F,1972.0,서울특별시,동작구,44.0,40.0,91.0,2.0,2016-10-10 00:00:00,p1005891,1.0,1950.0,2016.0,10.0,0,2015-04-08,3.0,21050.0
c362576,2015-10-30,F,1972.0,서울특별시,동작구,44.0,40.0,111.0,2.0,2016-07-07 00:00:00,p1119071,2.0,2182.0,2016.0,7.0,0,2015-10-30,2.0,2759.0
c352864,2015-06-29,F,1964.0,서울특별시,동작구,52.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-06-29,,
c387638,2016-09-01,F,1956.0,서울특별시,동작구,60.0,60.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2016-09-01,,
c319841,2014-06-18,M,1971.0,서울특별시,동작구,45.0,40.0,91.0,2.0,2016-08-17 00:00:00,p1175481,1.0,1300.0,2016.0,8.0,1,2014-06-18,2.0,11250.0
c378996,2016-05-19,F,1971.0,서울특별시,동작구,45.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2016-05-19,,
c365181,2015-12-02,F,1970.0,서울특별시,동작구,46.0,40.0,31.0,3.0,2016-08-24 00:00:00,p1284851,1.0,2750.0,2016.0,8.0,0,2015-12-02,3.0,19482.0
c350273,2015-06-01,F,1977.0,서울특별시,동작구,39.0,30.0,99.0,3.0,2016-07-19 00:00:00,p1175481,1.0,1300.0,2016.0,7.0,1,2015-06-01,2.0,3400.0
c356352,2015-08-13,F,1963.0,서울특별시,동작구,53.0,50.0,161.0,11.0,2016-09-28 00:00:00,p1006411,1.0,1091.0,2016.0,9.0,1,2015-08-13,,
c366906,2015-12-26,F,1971.0,서울특별시,동작구,45.0,40.0,47.0,5.0,2016-08-30 00:00:00,p1005771,1.0,1850.0,2016.0,8.0,0,2015-12-26,3.0,7900.0
c324125,2014-08-06,F,1970.0,서울특별시,동작구,46.0,40.0,241.0,9.0,2016-07-18 00:00:00,p1100371,4.0,1600.0,2016.0,7.0,0,2014-08-06,2.0,8000.0
c349653,2015-05-25,F,1983.0,서울특별시,동작구,33.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-05-25,,
c314205,2014-04-22,F,1969.0,서울특별시,동작구,47.0,40.0,103.0,2.0,2016-07-22 00:00:00,p1012581,1.0,1050.0,2016.0,7.0,0,2014-04-22,9.0,43114.0
c306206,2014-01-17,M,1973.0,서울특별시,마포구,43.0,40.0,87.0,2.0,2016-09-03 00:00:00,p1089531,1.0,1900.0,2016.0,9.0,0,2014-01-17,1.0,1850.0
c344090,2015-03-26,F,1961.0,서울특별시,마포구,55.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-03-26,,
c387185,2016-08-27,F,1970.0,서울특별시,마포구,46.0,40.0,117.0,7.0,2016-08-27 00:00:00,p1072601,1.0,4600.0,2016.0,8.0,1,2016-08-27,,
c349025,2015-05-18,F,1956.0,서울특별시,마포구,60.0,60.0,27.0,4.0,2016-07-30 00:00:00,p1233511,1.0,1900.0,2016.0,7.0,1,2015-05-18,,
c343292,2015-03-18,F,1975.0,서울특별시,마포구,41.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-03-18,,
c371209,2016-02-22,F,1976.0,서울특별시,마포구,40.0,40.0,199.0,6.0,2016-11-23 00:00:00,p1119071,1.0,1091.0,2016.0,11.0,1,2016-02-22,1.0,2546.0
c373673,2016-03-20,F,1983.0,서울특별시,마포구,33.0,30.0,175.0,3.0,2016-07-27 00:00:00,p1005891,1.0,1950.0,2016.0,7.0,0,2016-03-20,,
c342149,2015-03-05,F,1977.0,서울특별시,마포구,39.0,30.0,207.0,1.0,2016-09-28 00:00:00,p1149401,1.0,818.0,2016.0,9.0,0,2015-03-05,,
c354780,2015-07-22,F,1976.0,서울특별시,마포구,40.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-07-22,,
c347836,2015-05-04,F,1979.0,서울특별시,마포구,37.0,30.0,107.0,1.0,2016-09-06 00:00:00,p1100371,1.0,400.0,2016.0,9.0,0,2015-05-04,,
c310596,2014-03-13,F,1979.0,서울특별시,마포구,37.0,30.0,141.0,2.0,2016-07-04 00:00:00,p1013161,1.0,2950.0,2016.0,7.0,0,2014-03-13,13.0,61780.0
c369179,2016-01-22,F,1984.0,서울특별시,마포구,32.0,30.0,175.0,1.0,2016-09-20 00:00:00,p1159481,1.0,1850.0,2016.0,9.0,1,2016-01-22,,
c366986,2015-12-28,F,1973.0,서울특별시,마포구,43.0,40.0,13.0,4.0,2016-08-08 00:00:00,p1144371,1.0,1500.0,2016.0,8.0,0,2015-12-28,3.0,7355.0
c305393,2014-01-07,F,1979.0,서울특별시,마포구,37.0,30.0,9.0,3.0,2016-07-17 00:00:00,p1005771,1.0,1850.0,2016.0,7.0,0,2014-01-07,3.0,7864.0
c350768,2015-06-06,F,1976.0,서울특별시,마포구,40.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-06-06,,
c374619,2016-03-30,F,1976.0,서울특별시,마포구,40.0,40.0,111.0,7.0,2016-07-15 00:00:00,p1200641,1.0,4600.0,2016.0,7.0,1,2016-03-30,1.0,2991.0
c313438,2014-04-14,F,1976.0,서울특별시,마포구,40.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2014-04-14,,
c357801,2015-08-29,F,1983.0,서울특별시,마포구,33.0,30.0,193.0,2.0,2016-07-19 00:00:00,p1159481,1.0,1650.0,2016.0,7.0,0,2015-08-29,8.0,34400.0
c331217,2014-10-26,F,1982.0,서울특별시,마포구,34.0,30.0,139.0,1.0,2016-07-04 00:00:00,p1211951,1.0,1700.0,2016.0,7.0,0,2014-10-26,7.0,166734.0
c396177,2016-12-26,F,1979.0,서울특별시,마포구,37.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2016-12-26,,
c395989,2016-12-23,F,1986.0,서울특별시,마포구,30.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2016-12-23,,
c338238,2015-01-14,F,1977.0,서울특별시,마포구,39.0,30.0,159.0,1.0,2016-07-14 00:00:00,p1012761,1.0,1900.0,2016.0,7.0,0,2015-01-14,7.0,40200.0
c343267,2015-03-18,F,1963.0,서울특별시,마포구,53.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-03-18,,
c310143,2014-03-10,F,1977.0,서울특별시,서대문구,39.0,30.0,103.0,2.0,2016-10-30 00:00:00,p1256521,1.0,1850.0,2016.0,10.0,1,2014-03-10,1.0,1850.0
c342764,2015-03-11,F,1973.0,서울특별시,서대문구,43.0,40.0,221.0,2.0,2016-08-26 00:00:00,p1005771,1.0,1850.0,2016.0,8.0,1,2015-03-11,,
c386397,2016-08-18,F,1976.0,서울특별시,서대문구,40.0,40.0,93.0,4.0,2016-08-23 00:00:00,p1119071,2.0,2000.0,2016.0,8.0,1,2016-08-18,,
c363073,2015-11-05,F,1962.0,서울특별시,서초구,54.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2015-11-05,,
c354640,2015-07-20,F,1980.0,서울특별시,서초구,36.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2015-07-20,,
c352184,2015-06-21,F,1984.0,서울특별시,서초구,32.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-06-21,,
c308419,2014-02-18,F,1962.0,서울특별시,서초구,54.0,50.0,125.0,2.0,2016-07-05 00:00:00,p1052661,1.0,1455.0,2016.0,7.0,0,2014-02-18,1.0,3727.0
c313636,2014-04-16,F,1973.0,서울특별시,서초구,43.0,40.0,25.0,2.0,2016-12-30 00:00:00,p1005891,1.0,1950.0,2016.0,12.0,0,2014-04-16,1.0,1950.0
c358409,2015-09-06,F,1985.0,서울특별시,성동구,31.0,30.0,241.0,3.0,2016-09-28 00:00:00,p1005771,1.0,1850.0,2016.0,9.0,0,2015-09-06,1.0,1850.0
c361375,2015-10-15,F,1975.0,서울특별시,성동구,41.0,40.0,203.0,1.0,2016-11-07 00:00:00,p1012751,1.0,1350.0,2016.0,11.0,0,2015-10-15,1.0,3200.0
c307057,2014-02-03,F,1976.0,서울특별시,성동구,40.0,40.0,173.0,2.0,2016-07-25 00:00:00,p1052661,1.0,1455.0,2016.0,7.0,0,2014-02-03,2.0,3550.0
c345078,2015-04-04,F,1977.0,서울특별시,성북구,39.0,30.0,43.0,1.0,2016-07-02 00:00:00,p1127201,1.0,3727.0,2016.0,7.0,0,2015-04-04,2.0,16854.0
c344633,2015-04-01,F,1988.0,서울특별시,성북구,28.0,20.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-04-01,,
c348907,2015-05-15,F,1964.0,서울특별시,성북구,52.0,50.0,65.0,8.0,2016-07-16 00:00:00,p1005621,1.0,2900.0,2016.0,7.0,0,2015-05-15,4.0,29697.0
c353531,2015-07-06,M,1979.0,서울특별시,성북구,37.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2015-07-06,,
c310170,2014-03-10,F,1973.0,서울특별시,성북구,43.0,40.0,65.0,7.0,2016-12-24 00:00:00,p1194801,1.0,8370.0,2016.0,12.0,1,2014-03-10,1.0,13770.0
c312185,2014-04-01,F,1974.0,서울특별시,성북구,42.0,40.0,61.0,5.0,2016-07-25 00:00:00,p1072601,1.0,4600.0,2016.0,7.0,0,2014-04-01,10.0,97210.0
c373217,2016-03-15,F,1956.0,서울특별시,송파구,60.0,60.0,257.0,3.0,2016-09-02 00:00:00,p1012751,1.0,1380.0,2016.0,9.0,1,2016-03-15,1.0,4900.0
c354039,2015-07-13,F,1978.0,서울특별시,송파구,38.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-07-13,,
c390013,2016-10-05,F,1981.0,서울특별시,송파구,35.0,30.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2016-10-05,,
c307070,2014-02-03,M,1978.0,서울특별시,송파구,38.0,30.0,143.0,2.0,2016-07-05 00:00:00,p1152861,1.0,1091.0,2016.0,7.0,0,2014-02-03,22.0,89697.0
c366727,2015-12-23,F,1987.0,서울특별시,송파구,29.0,20.0,107.0,3.0,2016-12-08 00:00:00,p1097821,2.0,2000.0,2016.0,12.0,1,2015-12-23,1.0,2000.0
c323588,2014-07-29,F,1960.0,서울특별시,양천구,56.0,50.0,137.0,1.0,2016-12-20 00:00:00,p1012641,1.0,1450.0,2016.0,12.0,1,2014-07-29,1.0,4600.0
c379116,2016-05-21,M,1974.0,서울특별시,양천구,42.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2016-05-21,,
c350495,2015-06-03,F,1974.0,서울특별시,양천구,42.0,40.0,127.0,10.0,2016-08-11 00:00:00,p1175481,1.0,1300.0,2016.0,8.0,1,2015-06-03,4.0,12500.0
c355876,2015-08-06,F,1982.0,서울특별시,양천구,34.0,30.0,125.0,1.0,2016-07-17 00:00:00,p1005771,1.0,1850.0,2016.0,7.0,0,2015-08-06,1.0,1227.0
c356438,2015-08-14,F,1971.0,서울특별시,양천구,45.0,40.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2015-08-14,,
c345762,2015-04-12,F,1991.0,서울특별시,양천구,25.0,20.0,119.0,1.0,2016-07-09 00:00:00,p1237811,1.0,8000.0,2016.0,7.0,0,2015-04-12,2.0,11100.0
c339321,2015-01-28,F,1988.0,서울특별시,양천구,28.0,20.0,15.0,2.0,2016-07-14 00:00:00,p1144371,2.0,2500.0,2016.0,7.0,0,2015-01-28,1.0,1850.0
c395106,2016-12-09,F,1979.0,서울특별시,영등포구,37.0,30.0,63.0,2.0,2016-12-09 00:00:00,p1255281,4.0,4728.0,2016.0,12.0,0,2016-12-09,1.0,36556.0
c367111,2015-12-29,F,1974.0,서울특별시,영등포구,42.0,40.0,3.0,3.0,2016-09-20 00:00:00,p1284851,2.0,5500.0,2016.0,9.0,1,2015-12-29,,
c349755,2015-05-26,F,1963.0,서울특별시,영등포구,53.0,50.0,77.0,1.0,2016-11-18 00:00:00,p1178011,1.0,8800.0,2016.0,11.0,0,2015-05-26,1.0,10100.0
c354713,2015-07-21,F,1957.0,서울특별시,영등포구,59.0,50.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0,2015-07-21,,
c317858,2014-05-27,F,1974.0,서울특별시,용산구,42.0,40.0,109.0,1.0,2016-07-04 00:00:00,p1012761,1.0,1900.0,2016.0,7.0,0,2014-05-27,12.0,38340.0
c320832,2014-06-29,F,1985.0,서울특별시,용산구,31.0,30.0,33.0,7.0,2016-07-22 00:00:00,p1179241,2.0,2800.0,2016.0,7.0,1,2014-06-29,,
c388365,2016-09-12,F,1984.0,서울특별시,용산구,32.0,30.0,189.0,1.0,2016-10-14 00:00:00,p1097591,1.0,600.0,2016.0,10.0,1,2016-09-12,1.0,3100.0
